time,productivity
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-03,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-04,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-05,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-06,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-07,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-08,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-09,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-10,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-11,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-12,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-13,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-14,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-15,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-16,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-17,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-18,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
2015-01-19,NA
